babyname,sex,origin
Juana,girl,Spanish
Shaunteena,girl,Unknown
Raechell,girl,Hebrew
Sonal,girl,Unknown
Nida,girl,Unknown
Clotilda,girl,German
Henoheno,girl,Hawaiian
Jonique,girl,American
Taube,girl,Hebrew
Bear,boy,German
Diahanne,girl,Latin
Blain,boy,Gaelic
Kirra,girl,Greek
Shalaya,girl,American
Rayney,girl,Unknown
Amoss,boy,Hebrew
Bennt,boy,Latin
Gerianna,girl,German
Scoutt,girl,French
Deliana,girl,Unknown
Mahesh,boy,Indian
Barr,boy,Scottish
Arezoo,girl,Persian
Meribel,girl,Latin
Viridianna,girl,Latin
Jehoiakin,boy,Hebrew
Faviola,girl,Latin
Euandros,boy,Unknown
Kristalynn,girl,Unknown
Evangeline,girl,Greek
Antwahnette,girl,French
Rozsa,girl,Latin
Clayland,boy,British
Terella,girl,British
Raziela,girl,Aramaic
Rosco,boy,Norse
Richardene,girl,German
Manuel,boy,Spanish
Lakiesha,girl,Unknown
Grethel,girl,Greek
Marleene,girl,German
Bow,boy,Scottish
Kambriea,girl,Unknown
Sebastian,boy,Greek
Tianara,girl,Russian
Stefya,girl,Greek
Caleen,girl,Greek
Grigor,boy,Greek
Walpurgis,girl,German
Cala,girl,Arabic
Sherilynne,girl,British
Dandelion,girl,French
Lichah,girl,German
Jary,boy,Unknown
Blandine,girl,Latin
Ties,boy,Unknown
Bennedikt,boy,Latin
Luther,boy,German
Ronette,girl,British
Albus,boy,Latin
Jai,boy,Latin
Marilisa,girl,Welsh
Suesonne,girl,Hebrew
Ante,boy,Unknown
Donevin,boy,Irish
Hays,boy,British
Judite,girl,Hebrew
Terilyn,girl,Unknown
Kevis,boy,Irish
Xavi,boy,Unknown
Ellane,girl,Greek
Lorn,boy,Scottish
Eduarda,girl,Unknown
Caswell,boy,British
Prior,boy,Latin
Garron,boy,Irish
Devonn,boy,British
Clementina,girl,Latin
Bernaetta,girl,German
Heraklees,boy,Unknown
Lillith,girl,Babylonian
Nesha,girl,Unknown
Mattias,boy,Hebrew
Rajah,boy,Sanskrit
Kamilka,girl,Latin
Deonysia,girl,Latin
Lazaro,boy,Hebrew
Radwan,boy,Arabic
Carlena,girl,German
Charil,girl,Greek
Natalina,girl,Latin
Ebeneezer,boy,Hebrew
Missouri,girl,Unknown
Leonides,boy,German
Maida,girl,British
Chelesia,girl,British
Analisia,girl,Latin
Giralda,girl,German
Hugette,girl,German
Tadzio,boy,Spanish
Adrah,girl,Hebrew
Ednan,boy,Hebrew
Ciara,girl,Spanish
Bethanne,girl,Hebrew
Latesha,girl,American
Aminta,girl,Greek
Karrah,girl,Unknown
Babita,girl,Latin
Shionagh,girl,Irish
Lidio,boy,Portuguese
Tiberio,boy,Unknown
Kamlyn,girl,Japanese
Brocklee,boy,British
Kyleen,girl,Unknown
Knightlea,boy,British
Lusile,girl,French
Pessach,boy,Hebrew
Sadelle,girl,Hebrew
Jerman,boy,German
Maemi,girl,Japanese
Davyn,boy,Welsh
Pennylynn,girl,Unknown
Terencio,boy,Latin
Kivi,girl,Hebrew
Kortez,boy,Spanish
Tareq,boy,Arabic
Sonica,girl,Unknown
Ignatious,boy,Unknown
Francyne,girl,Latin
Amatus,boy,Latin
Laureena,girl,Unknown
Hadrianus,boy,Unknown
Janille,girl,Unknown
Emmitt,boy,British
Tosca,girl,Italian
Mohammad,boy,Arabic
Penelope,girl,Greek
Cornelius,boy,Latin
Zoi,girl,Unknown
Joyvina,girl,Unknown
Richardina,girl,German
Kristo,boy,Latin
Jeraint,boy,Latin
Alured,boy,Latin
Motreina,girl,Russian
Taunia,girl,Unknown
Rajalakshmi,girl,Unknown
Jeanae,girl,American
Nicija,girl,Unknown
Parr,boy,British
Cranly,boy,British
Denize,girl,French
Joycey,girl,Unknown
Mace,boy,British
Leece,girl,German
Estella,girl,Norse
Creek,boy,Unknown
Kameren,girl,Scottish
Aondrea,girl,Greek
Anatoly,boy,Greek
Elberthine,girl,German
Caecilius,boy,Unknown
Diza,girl,Hebrew
Rahim,boy,Arabic
Bethsheba,girl,Hebrew
Larran,boy,Unknown
Ashe,boy,British
Christanna,girl,Latin
Garton,boy,British
Geniver,girl,Welsh
Kazmer,boy,Slavic
Mgbeke,girl,Unknown
Izmet,girl,Unknown
Goldee,girl,British
Amias,boy,Latin
Syms,boy,Hebrew
Ebonny,girl,Latin
Ermina,girl,German
Francee,girl,Latin
Misa,girl,Unknown
Nerolie,girl,Italian
Borsala,girl,Hungarian
Zanndra,girl,Spanish
Suha,girl,Unknown
Juda,boy,Unknown
Abdull,boy,Arabic
Zaki,boy,Arabic
Jorena,girl,Unknown
Romanes,boy,Latin
Venetia,girl,Latin
Isandro,boy,Spanish
Velora,girl,Latin
Almeria,girl,Arabic
Calie,girl,Greek
Daviane,girl,Scottish
Paltiel,boy,Hebrew
Ahlfred,boy,British
Elizbeth,girl,Hebrew
Brisha,girl,Latin
Bojana,girl,Russian
Berett,girl,Gaelic
Olin,boy,British
Gilchrist,boy,Irish
Volney,boy,German
Dionetta,girl,British
Issac,boy,Hebrew
Makary,boy,Greek
DeAndray,boy,American
Ayscena,girl,Arabic
Leoma,girl,Unknown
Bethany,girl,Hebrew
Miron,boy,Greek
Kateryna,girl,Unknown
Malaki,boy,Hebrew
Pamula,girl,Unknown
Jesselyn,girl,Hebrew
Wisteria,girl,Unknown
Quinnten,boy,British
Ely,boy,Hebrew
Harriot,girl,German
Venturio,boy,Spanish
Salah al Din,boy,Unknown
Oryna,girl,Greek
Larisa,girl,Latin
Hyde,boy,Unknown
Rains,boy,British
Geovanna,girl,Italian
Ibeeria,girl,Unknown
Jaswinder,girl,Unknown
Olyn,boy,British
Oriole,girl,Latin
Kalandra,girl,Greek
Augustus,boy,Latin
Greville,boy,French
Loletta,girl,German
Anura,girl,Indian
Melene,girl,Greek
Sesame,girl,Unknown
Ota,boy,German
Denisse,girl,French
Ellbridge,boy,British
Adem,boy,Hebrew
Shereena,girl,French
Roshele,girl,Unknown
Nehura,girl,Hebrew
Dayner,boy,British
Lakila,girl,Unknown
Kinslie,boy,British
Jazmyn,girl,Persian
Martel,boy,British
Aelfwine,boy,British
Myesha,girl,Arabic
Zahavah,girl,Hebrew
Wakoyantanke,boy,Unknown
Darija,girl,Unknown
Yakov,boy,Hebrew
Jerriq,boy,American
Talina,girl,American
Majorca,girl,Unknown
Lauritz,boy,Latin
Gobind,boy,Sanskrit
Alin,boy,German
Luigina,girl,Unknown
Eriss,girl,Greek
Malvie,girl,British
Coralyn,girl,Latin
Artia,girl,Celtic
Bobette,girl,German
Rodolph,boy,German
Savina,girl,Latin
Emanual,boy,Hebrew
Hazona,girl,Hebrew
Destiny,girl,French
Derrel,boy,French
Rorry,boy,Irish
Maxx,boy,Unknown
Branwyll,boy,British
Hamlen,boy,German
Kawaimomona,girl,Unknown
Caritta,girl,Latin
Keene,boy,Irish
Tareena,girl,Unknown
Meriol,girl,Irish
Caili,girl,Unknown
Luverne,boy,Latin
Pamalee,girl,Unknown
Jon-Paul,boy,British
Feodora,girl,Russian
Nektario,boy,Greek
Ka,girl,Unknown
Sergeant,boy,French
Charletta,girl,German
Signilda,girl,Scandinavian
Orpheya,girl,Unknown
Lacole,girl,Greek
Joos,boy,Latin
Artrice,girl,Celtic
Hallford,boy,British
Darriq,boy,German
Agacia,girl,Greek
Guinn,boy,Welsh
Kaamil,girl,Unknown
Jaconda,girl,American
Deidra,girl,Irish
Fawna,girl,French
Eadmund,boy,British
Kerby,boy,German
Rhanion,girl,Unknown
Dud,boy,British
Feidhlim,boy,Irish
Loukanos,boy,Greek
Rachelann,girl,Unknown
Toshiana,girl,Russian
Alejandra,girl,Greek
Eudoxia,girl,Greek
Ayren,boy,Hebrew
Cleanto,boy,Greek
Ethelwolf,boy,British
Jocosa,girl,Latin
Doryne,girl,Unknown
Djura,boy,Unknown
Leighann,girl,Unknown
Cleavon,boy,British
Jullie,girl,French
Guinna,girl,Welsh
Sandiago,boy,Spanish
Lionni,boy,Greek
Jillyan,girl,Latin
Mori,boy,Hebrew
Yke,boy,Unknown
Abram,boy,Hebrew
Corneelija,girl,Latin
Levi,boy,Hebrew
Shirlley,girl,British
Trevon,boy,British
Charesa,girl,Greek
Sutcliff,boy,British
Lygia,girl,Greek
Diahna,girl,Latin
Ercule,boy,Greek
Njeri,girl,Unknown
Vena,girl,Spanish
Hurlee,boy,Irish
Carina,girl,Latin
Sabha,girl,Unknown
Jessamy,girl,Persian
Sheniece,girl,American
Lisan,girl,Unknown
Nanak,boy,Unknown
Karyne,girl,Greek
Tabetith,girl,Unknown
Kahoku,girl,Unknown
Georgiana,girl,Latin
Abednego,boy,Aramaic
Vernika,girl,Latin
Steffenie,girl,Greek
Sofiya,girl,Unknown
Hue,boy,Unknown
Shelonda,girl,American
Elija,boy,Hebrew
Garrad,boy,British
Eleele,girl,Unknown
Haya,girl,Hebrew
Heidiann,girl,Unknown
Rezka,girl,Greek
Vivion,girl,Unknown
Sanchez,boy,Unknown
Andresj,boy,Greek
Artice,girl,Celtic
Jian,boy,Hebrew
Valoria,girl,Latin
Avishar,boy,Hebrew
Cypria,girl,Greek
Camedon,boy,Scottish
Caoilfhionn,girl,Irish
Jiselle,girl,American
Kareem,boy,Arabic
Christella,girl,Greek
Hameed,boy,Arabic
Horatio,boy,Latin
Alveene,girl,British
Falito,boy,Hebrew
Edwin,boy,British
Kaylob,boy,Hebrew
Qadry,boy,Arabic
Daphiny,girl,Unknown
Thurgood,boy,Unknown
Mills,boy,British
Edith,girl,British
Ardelis,girl,Latin
Kellsie,girl,British
Faunia,girl,French
Sylvie,girl,Latin
Jenalee,girl,British
Cressentia,girl,French
Jestin,boy,Welsh
Srbislava,girl,Unknown
Noelynn,girl,French
Marga,girl,Greek
Adelvice,girl,German
Loraleen,girl,Unknown
Kornelis,boy,Latin
Premo,boy,Italian
Makanaakua,boy,Unknown
Hermia,girl,Greek
Jerilynn,girl,American
Filotheya,girl,Greek
Margaritta,girl,Unknown
Janie,girl,Hebrew
Fulgencia,girl,Latin
Darius,boy,Persian
Adhika,girl,Indian
Leysa,girl,Unknown
Gaius,boy,Latin
Wladyslaw,boy,Unknown
Halldor,boy,Unknown
Vasili,boy,Greek
Georgena,girl,Latin
Jamesette,girl,Hebrew
Kalolo,boy,Unknown
Birgin,boy,Scandinavian
Chayo,boy,Spanish
Thornycroft,boy,British
Christianus,boy,Latin
Shadae,girl,Unknown
Theodric,boy,German
Benejamen,boy,Hebrew
Hadil,girl,Unknown
Percie,boy,Latin
Ambrozia,girl,Greek
Marquus,boy,Latin
Sherika,girl,Unknown
Kobey,boy,Hungarian
Jovanno,boy,Italian
Raschelle,girl,Unknown
Brynnhilde,girl,German
Gillyan,girl,Unknown
Embline,girl,German
Jacq,boy,British
Torria,girl,Unknown
Witney,girl,Unknown
Elle,girl,Hebrew
Alonia,girl,Hebrew
Roosevelt,boy,Danish
Fancie,girl,Latin
Segun,boy,Unknown
Archna,girl,Greek
Farly,boy,British
Shola,boy,Unknown
Parson,boy,British
Niranjana,girl,Unknown
Branda,girl,British
Chetwen,boy,British
Nonie,girl,Latin
Bertil,boy,German
Barnet,boy,British
Pelagius,boy,Greek
Muadhnait,girl,Unknown
Kingsley,boy,British
Rashana,girl,Indian
Odie,boy,British
Winfred,boy,Unknown
Algis,boy,German
Alesha,girl,German
Emalene,girl,German
Persia,girl,Unknown
Ecaterina,girl,Greek
Baxlie,boy,British
Chava,girl,Hebrew
Kotryna,girl,Unknown
Ahren,boy,Hebrew
Nashua,boy,Unknown
Levonda,girl,Unknown
Sarha,girl,Unknown
Mister,boy,Unknown
Orsino,boy,Latin
McMahon,boy,Irish
Svatopluk,boy,Unknown
Kaylha,girl,Irish
Waydell,boy,Scandinavian
Caster,boy,Greek
Cloyce,boy,French
Gwendela,girl,Unknown
Arundale,boy,British
Mirabelle,girl,Latin
Rionagh,girl,Latin
Doxy,girl,Greek
Wilfridda,girl,Unknown
Hyon,girl,Unknown
Ngoc,girl,Unknown
Kirsi,girl,British
Katherynn,girl,Greek
Chevonna,girl,Hebrew
Bhoja,boy,Indian
Jeoffroi,boy,German
Cayleen,girl,Irish
Thorin,boy,Norse
Brennda,girl,Norse
Kaylia,girl,Unknown
Holm,boy,Unknown
Winne,girl,Welsh
Jorgan,boy,Greek
Jeanie,girl,Hebrew
Wilfryd,boy,British
Cherrellee,girl,Greek
Alysdair,boy,Greek
Derrine,girl,Welsh
Demona,girl,Hebrew
Jocelynn,girl,German
Koen,boy,Unknown
Lutero,boy,German
Naseer,boy,Arabic
Yosi,boy,Unknown
Romolo,boy,Latin
Abdullah,boy,Arabic
Rozletta,girl,Unknown
Molli,girl,Irish
Amaleta,girl,Latin
Jiacintha,girl,Italian
Zackery,boy,Hebrew
Jessicka,girl,Hebrew
Zailie,girl,Unknown
Sohndra,girl,Greek
Gwynna,girl,Welsh
Suzannah,girl,Hebrew
Brionna,girl,Celtic
Jacqin,boy,British
Tressie,girl,Unknown
Chalina,girl,Spanish
Voncile,girl,Unknown
Armondo,boy,French
Star,girl,British
Kirstine,girl,Scandinavian
Wasim,boy,Arabic
Urena,girl,Hebrew
Tomiko,girl,Japanese
Guinnevere,girl,Unknown
Uwe,boy,Unknown
Tayten,boy,Unknown
Grahame,boy,British
Benedetta,girl,Spanish
Seissylt,boy,Unknown
Briet,girl,British
Axel,boy,Hebrew
Koralie,girl,Latin
Francine,girl,Latin
Revital,girl,Unknown
Wentworth,boy,British
Charlton,boy,British
Ajua,girl,Ghanaian
Lauraly,girl,Unknown
Lucinda,girl,Latin
Glennavon,boy,British
Charmese,girl,British
Taylon,boy,American
Myrtia,girl,Latin
Rahil,girl,Hebrew
Lacyann,girl,French
Ammie,girl,Latin
Hitchcock,boy,British
Bellarmino,boy,Italian
Cydnie,girl,British
Sanjiro,boy,Japanese
Tanysha,girl,Danish
Sheyla,girl,Irish
Nereyda,girl,Spanish
Benyamino,boy,Hebrew
Rhealyn,girl,Unknown
Avivah,girl,Hebrew
Francia,girl,Latin
Tigre,boy,Unknown
Salcia,girl,British
Mikael,boy,Hebrew
Lyndhurst,boy,British
Ping,girl,Unknown
Gregorius,boy,Greek
Evgenia,girl,Greek
Muireall,girl,Unknown
Yuriko,girl,Japanese
Lucy,girl,Latin
Ninosca,girl,Unknown
Whitbeck,boy,British
Jorgeanne,girl,Latin
Marghretta,girl,Greek
Karelyn,girl,German
Lindenn,girl,British
Rafella,girl,Hebrew
Kalena,girl,Slavic
Thyra,girl,Scandinavian
Wharton,boy,British
Ayeisha,girl,Arabic
Ikem,boy,Unknown
Kenndrea,girl,Welsh
Khadija,girl,Arabic
Hadwin,boy,British
Barucha,girl,Hebrew
Whitmoor,boy,British
Laurelen,girl,Unknown
Carlene,girl,German
Ghalib,boy,Arabic
Erling,boy,British
Ailbert,boy,German
Kellyann,girl,Irish
Lowrynn,girl,Latin
Doda,girl,Hebrew
Arnolfo,boy,Italian
Constans,boy,Latin
Obike,boy,Unknown
Eidra,girl,British
Breedlove,boy,British
Danika,girl,Slavic
Rhianne,girl,Unknown
Sandhirst,boy,British
Giorgina,girl,Latin
Zandie,girl,Spanish
Amaryllis,girl,Greek
Alanza,girl,German
Kaia,girl,Turkish
Charlayne,girl,German
Anatolios,boy,Greek
Deontae,boy,American
Victorio,boy,Latin
Burne,boy,British
Trysha,girl,Irish
Auralei,girl,Latin
Renell,girl,French
Walwyn,boy,British
Ayisah,girl,Arabic
Giorgia,girl,Latin
Lanika,girl,American
Annsonya,girl,British
Robine,girl,British
Xandros,boy,Hungarian
Latimer,boy,British
Tresa,girl,Greek
Hanamay,girl,Unknown
Shoshanna,girl,Hebrew
Jacarannda,girl,Unknown
Theodorus,boy,Greek
Luca,boy,Italian
Nickiya,girl,Unknown
Dameshia,girl,American
Pearleen,girl,Latin
Medora,girl,British
Shanee,girl,Yiddish
Chetwin,boy,British
Hamell,boy,British
Mozella,girl,Unknown
Jeslyn,girl,Hebrew
Gavriel,boy,Hebrew
Florita,girl,Latin
Serrilda,girl,German
Milenka,girl,Unknown
Glinyss,girl,Welsh
Quigley,boy,Irish
Rawly,boy,British
Trish,girl,Latin
Seaughnessy,girl,Gaelic
Aric,boy,Norse
Ulrik,boy,German
Olinia,girl,Russian
Teranee,girl,Unknown
Huldie,girl,Hebrew
Clodia,girl,Latin
Jeptha,boy,Unknown
Stanton,boy,British
Mayne,boy,German
Mitchell,boy,British
Leoncio,boy,Latin
Malinda,girl,Latin
Aitan,boy,Hebrew
Morena,girl,Spanish
Orran,boy,Irish
Chameli,girl,Indian
Tobias,boy,Hebrew
Crystalyn,girl,Greek
Eminta,girl,Greek
Durrell,boy,French
Jorck,boy,Unknown
Cambaria,girl,Welsh
Chaya,girl,Hebrew
Kaci,girl,Irish
Meggi,girl,Welsh
Marquesa,girl,French
Desdamona,girl,Greek
Liszka,girl,British
Jackey,girl,Unknown
Milzie,girl,French
Aolani,girl,Hawaiian
Hannah,girl,Hebrew
Eleonora,girl,Greek
Roe,boy,British
Gwenness,girl,Welsh
Giliya,girl,Hebrew
Ramonna,girl,Spanish
Magaret,girl,Unknown
Bronislava,girl,Czech
Loriel,girl,British
Kymberleigh,girl,British
Dik,boy,Unknown
Okeli,boy,Unknown
Alfonsia,girl,German
Madira,girl,Unknown
Denelle,girl,Modern
Jackqueline,girl,French
Mansur,boy,Arabic
Carly,girl,Latin
Mavina,girl,British
Hanne,girl,Hebrew
Jozef,boy,Hebrew
Sadiku,boy,Unknown
Giullia,girl,Latin
Vision,girl,Unknown
Maceo,boy,British
Meldrick,boy,British
Olivine,girl,Latin
Kathya,girl,Unknown
Devinn,boy,Irish
Jeran,boy,Hebrew
Cyndie,girl,Greek
Harlyn,boy,British
Tayton,boy,Modern
Jillanna,girl,Unknown
Mya,girl,Greek
Bartalan,boy,Aramaic
Sideny,girl,British
Kloe,girl,Greek
Crystalann,girl,Greek
Didi,girl,German
Hardwick,boy,British
Raisabel,girl,Yiddish
Cronan,boy,Irish
Thayne,boy,Scottish
Ylva,girl,Unknown
Lenna,girl,German
Larrina,girl,Unknown
Alfild,boy,Unknown
Sandro,boy,Greek
Jayci,girl,Unknown
Verde,girl,Spanish
Galeazzo,boy,Unknown
Aviv,boy,Hebrew
Wei,girl,Unknown
Lakeesh,girl,Unknown
Roweena,girl,German
Marcia,girl,Latin
Winstonn,boy,British
Jaylon,boy,Greek
Bain,boy,Irish
Lamberta,girl,Unknown
Loewe,boy,German
Amarante,girl,Greek
Rollina,girl,Unknown
Iziah,boy,Hebrew
Atleigh,boy,British
Lowell,boy,French
Adhamhnan,boy,Irish
Bobbette,girl,German
Jaquelle,girl,Unknown
Leonidas,boy,German
Slavoljub,boy,Unknown
Yenta,girl,Unknown
Gyula,boy,Unknown
Cayley,girl,Irish
Hampton,boy,British
Alic,boy,Greek
Neuman,boy,British
Marquiz,boy,French
Suk,girl,Unknown
Yevgeni,boy,Unknown
Terrye,girl,British
Verlye,girl,British
Loraine,girl,French
Jadra,girl,British
Raffael,boy,Hebrew
Coralena,girl,Latin
Davis,boy,British
Felmine,girl,German
Babett,girl,Latin
Pei,boy,Unknown
Prisila,girl,Latin
Emmaline,girl,Latin
Delwin,boy,Irish
Abid,boy,Hebrew
Randa,girl,Latin
Perach,girl,Unknown
Sarri,girl,Unknown
Sebra,girl,Unknown
Gloriane,girl,Latin
Elisse,girl,Greek
Tasmeena,girl,Unknown
Ramona,girl,Spanish
Brittanee,girl,Latin
Chalyse,girl,American
Theophilos,boy,Unknown
Hawthorn,boy,British
Abey,boy,Hebrew
Krystalina,girl,Unknown
Catharyna,girl,Greek
Sacilia,girl,Welsh
Nili,girl,Unknown
Emelea,girl,Latin
Thai,boy,Unknown
Darrius,boy,Persian
Erve,boy,Scottish
Gretta,girl,Greek
Columbano,boy,Irish
Nichelle,girl,American
Asia,girl,Greek
Shantelle,girl,French
Orsala,girl,Scandinavian
Porschia,girl,Unknown
Benjiro,boy,Japanese
Angeles,girl,Greek
Meinwen,girl,Unknown
Allon,boy,Hebrew
Bogoljub,boy,Russian
Ashleann,girl,British
Selbee,girl,British
Dargan,boy,Irish
Jennifeur,girl,Unknown
JoLinn,girl,Unknown
Tawnee,girl,Irish
Adelphe,boy,Greek
Bevis,boy,French
Khadijah,girl,Arabic
Rolando,boy,Spanish
Jessenia,girl,Spanish
Fakhriyya,girl,Unknown
Laurentius,boy,Latin
Beracha,girl,Hebrew
Hedwinn,boy,British
Kendrix,boy,Welsh
Cadye,girl,Greek
Sachiell,boy,Hebrew
Tarique,boy,Arabic
Livy,girl,Unknown
Cleophus,boy,Greek
Joakima,girl,Hebrew
Lorra,girl,Unknown
Mirian,girl,Unknown
Cockrell,boy,French
Atalie,girl,Hebrew
Clairey,girl,Latin
Murle,girl,French
Alarica,girl,German
Coleen,girl,Gaelic
Teriann,girl,British
Lizbet,girl,Hebrew
Zarria,girl,Arabic
Cayetano,boy,Unknown
Dellta,girl,Greek
Yulonda,girl,Unknown
Cavan,boy,Irish
Apolonia,girl,Greek
Alvyn,boy,British
Karlssen,boy,Scandinavian
Shahzad,boy,Persian
Hilma,girl,German
Caelainn,girl,Irish
Tonica,girl,Unknown
Arminlo,boy,German
Sebastiane,girl,Greek
Derrall,boy,French
Tisha,girl,American
Reynolds,boy,Latin
Sioban,girl,Irish
Magnes,boy,Latin
Aibhlin,girl,Irish
Kadrick,boy,Scottish
Ludvik,boy,German
Lizandra,girl,Unknown
Melainey,girl,Greek
Norvin,boy,British
Ephron,boy,Hebrew
Bernette,girl,Greek
Nellette,girl,Greek
Mateja,boy,Unknown
Lemar,boy,German
Silvaine,girl,Latin
Saniyya,girl,Unknown
Amberlyn,girl,British
Abd al Majid,boy,Arabic
Magalie,girl,Greek
Adeel,boy,Arabic
Bobilee,girl,American
Hirschl,boy,Yiddish
Olga,girl,Scandinavian
Paley,boy,British
Tzvi,boy,Unknown
Natajha,girl,Latin
Balbi,boy,Latin
Jacee,girl,American
Cho,girl,Japanese
Edenia,girl,Hebrew
Bald,boy,German
Daylin,boy,American
Bernyce,girl,Greek
Arron,boy,Scottish
Tennent,boy,British
Yorrick,boy,British
Ginamarie,girl,Unknown
Lewes,boy,German
Shelanna,girl,American
Cambria,girl,Welsh
Kady,girl,American
Rutger,boy,German
Caitlandt,girl,Greek
Glorie,girl,Latin
Vevina,girl,Irish
Netia,girl,Unknown
Marabel,girl,Latin
Starrlen,girl,Unknown
Channell,girl,French
Torrio,boy,Japanese
Tavio,boy,Spanish
Nedra,girl,British
Juliaetta,girl,Latin
Elmore,boy,British
Turkwessa,girl,Unknown
Januarius,boy,Latin
Yisrael,boy,Hebrew
Alojz,boy,Czech
Yabella,girl,French
Thurston,boy,British
Callistus,boy,Unknown
Fabiane,girl,Latin
Emmalene,girl,German
Vaga,girl,Arabic
Snowdon,boy,British
Iggie,boy,Unknown
Sabah,girl,Hebrew
Geneva,girl,French
Sadeeki,boy,Swahili
Babara,girl,Latin
Sheraton,girl,Unknown
Morrell,boy,French
Orazia,girl,Spanish
Carlow,boy,Irish
Sharan,girl,Hebrew
Leyda,girl,Greek
Claudella,girl,Latin
Colman,boy,Irish
Komal,girl,Unknown
Bazil,boy,Greek
Radomir,boy,Unknown
Alban,boy,Latin
Fan,girl,Latin
Marguerite,girl,French
Halma,girl,German
Templeten,boy,British
Rahiem,boy,Arabic
Josephyna,girl,Hebrew
Joanna,girl,French
Ethelred,boy,British
Everil,girl,British
Saprina,girl,Unknown
Rieta,girl,Unknown
Braddford,boy,British
Megan,girl,Welsh
Hylton,boy,British
Reuvena,girl,Unknown
Harold,boy,Scandinavian
Cathlene,girl,Greek
Corinthia,girl,Greek
Ysanna,girl,Unknown
Gustava,girl,Swedish
Konstanze,girl,German
Keiley,girl,Unknown
Knelis,boy,Unknown
Eldrick,boy,German
Tysha,girl,Unknown
Albertha,girl,German
Shafiqa,girl,Unknown
Lavanna,girl,Unknown
Rufeine,girl,Latin
Aineis,boy,Latin
Lakendra,girl,Welsh
Mellisa,girl,Greek
Tuesday,girl,British
Sabreen,girl,Celtic
Latiffa,girl,Latin
Douggan,boy,Irish
Oleana,girl,Unknown
Sydella,girl,Unknown
Adelade,girl,German
Almyra,girl,Arabic
Melinda,girl,Latin
Blisse,girl,British
Vidalia,girl,Unknown
Cynthea,girl,Greek
Ignace,boy,Unknown
Hajnal,girl,Unknown
Dannia,girl,British
Berdie,girl,German
Tedra,girl,Greek
Taliah,girl,Hebrew
Lorenn,girl,Latin
Lira,girl,German
Altaer,boy,Arabic
Kailash,boy,Unknown
Adalrich,boy,German
Candance,girl,Latin
Beckee,girl,Hebrew
Raphayella,girl,Hebrew
Vani,girl,Unknown
Garratt,boy,British
Raley,girl,British
Wynstan,boy,British
Semyon,boy,Unknown
Shadd,boy,British
Prestley,boy,British
Alisan,girl,German
Bathilde,girl,German
Harshika,girl,Unknown
Ocarina,girl,Unknown
Cerisa,girl,French
Maccarios,boy,Greek
Savoy,boy,Unknown
Ivie,girl,British
Marci,girl,Latin
Kymberly,girl,British
Callhoun,boy,Irish
Rejine,girl,Latin
Stefon,boy,Greek
Julisa,girl,American
Alastriona,girl,Greek
Lorie,girl,Latin
Brod,boy,Scottish
Humfry,boy,German
Mikalena,girl,Unknown
Sergeo,boy,Latin
Michelly,girl,Unknown
Reout,girl,Unknown
Colgate,boy,British
Shawni,girl,British
Jeziree,girl,Hebrew
Erhard,boy,German
Uriah,boy,Hebrew
Vatsyayana,boy,Unknown
Marceau,boy,French
Herut,boy,Hebrew
Allaric,boy,German
Lauretta,girl,Latin
McCain,boy,Scottish
Turbo,boy,Latin
Salvino,boy,Latin
Joslyne,girl,German
Suzu,girl,Japanese
Rusanne,girl,Unknown
Lasairiona,boy,Unknown
Quincie,girl,French
Rosemarey,girl,Latin
Wetherleigh,boy,British
Sarilda,girl,German
Joetta,girl,French
Raschel,girl,Unknown
Fabien,boy,Latin
Macrae,boy,Irish
Kerril,girl,German
Kimberlyn,girl,British
Derbie,boy,British
Reghan,girl,Gaelic
Kaleb,boy,Hebrew
Porsche,girl,Unknown
Hargrove,boy,British
Michaella,girl,Hebrew
Kanarra,girl,Hebrew
Cerise,girl,Modern
Abdul Hafeez,boy,Arabic
Shardae,girl,Unknown
Charlize,girl,German
Christeena,girl,Latin
Tiffa,girl,Unknown
Makeda,girl,Unknown
Zania,girl,Unknown
Burkitt,boy,British
Freddi,girl,German
Branna,boy,Irish
Veronique,girl,Latin
Sultan,boy,Unknown
Huxford,boy,British
Amineh,girl,Arabic
Aphra,girl,Latin
Helliwell,boy,British
Olujimi,boy,Unknown
Radmilla,girl,Slavic
Teyten,boy,Unknown
Sigbjorn,boy,Norse
Luzelena,girl,Spanish
Vronica,girl,Unknown
Hosana,girl,Hebrew
Viggo,boy,Unknown
Aeriela,girl,Hebrew
Blaisdell,boy,Latin
Jacalynn,girl,French
Coryell,boy,Greek
Toulia,girl,Spanish
Daye,boy,British
Maryanne,girl,Latin
Smoky,boy,Unknown
Aimee,girl,Latin
Georgeann,girl,Latin
Tereigh,girl,British
Carlana,girl,German
Allagracia,girl,Spanish
Aprill,girl,Latin
Orsel,girl,Unknown
Druesilla,girl,Latin
Vivyana,girl,Latin
Rosanne,girl,British
Vaniessa,girl,Greek
Evaldo,boy,British
Allarick,boy,German
Sheran,girl,Hebrew
Ying,girl,Unknown
Karleen,girl,British
Edwards,boy,British
Aamin,boy,Indian
Kandyce,girl,Latin
Gerrick,boy,Unknown
Ofrit,girl,Hebrew
Jiline,girl,Unknown
Fearghas,boy,Scottish
Rosina,girl,Latin
Kallysta,girl,Latin
Everette,boy,British
Enea,boy,Latin
Leondaus,boy,German
Genia,girl,Latin
Cristalle,girl,Greek
Agate,girl,French
